"subjnum" "catt33G2" "G2m1_rpdi" "G2m2_pdi" "G2m3_rpd0" "G2m4_pd0" "G2m5_rpd1" "G2m6_pd1" "G2m7_rpi" "G2m8_pi" "G2m9_rp0" "G2m10_p0" "G2m11_rp1" "G2m12_p1" "G2m13_rdi" "G2m14_di" "G2m15_rd0" "G2m16_d0" "G2m17_rd1" "G2m18_d1" "G2m19_ri" "G2m20_i" "G2m21_r0" "G2m22_0" "G2m23_r1" "G2m24_1" "BICm1_rpdi" "BICm2_pdi" "BICm3_rpd0" "BICm4_pd0" "BICm5_rpd1" "BICm6_pd1" "BICm7_rpi" "BICm8_pi" "BICm9_rp0" "BICm10_p0" "BICm11_rp1" "BICm12_p1" "BICm13_rdi" "BICm14_di" "BICm15_rd0" "BICm16_d0" "BICm17_rd1" "BICm18_d1" "BICm19_ri" "BICm20_i" "BICm21_r0" "BICm22_0" "BICm23_r1" "BICm24_1" "subjnum" "m1_rpdi_r" "m1_rpdi_p" "m1_rpdi_d" "m1_rpdi_i" "m3_rpd0_r" "m3_rpd0_p" "m3_rpd0_d" "m3_rpd0_i" "m5_rpd1_r" "m5_rpd1_p" "m5_rpd1_d" "m5_rpd1_i" "m7_rpi_r" "m7_rpi_p" "m7_rpi_d" "m7_rpi_i" "m9_rp0_r" "m9_rp0_p" "m9_rp0_d" "m9_rp0_i" "m11_rp1_r" "m11_rp1_p" "m11_rp1_d" "m11_rp1_i" "m13_rdi_r" "m13_rdi_p" "m13_rdi_d" "m13_rdi_i" "m15_rd0_r" "m15_rd0_p" "m15_rd0_d" "m15_rd0_i" "m17_rd1_r" "m17_rd1_p" "m17_rd1_d" "m17_rd1_i" "m19_ri_r" "m19_ri_p" "m19_ri_d" "m19_ri_i" "m21_r0_r" "m21_r0_p" "m21_r0_d" "m21_r0_i" "m23_r1_r" "m23_r1_p" "m23_r1_d" "m23_r1_i"
"s31" 31 131.647213309849 51.5628007931818 NA 52.3071901115506 NA 51.8728863174855 NA 56.3807919015563 NA 60.8694313144488 NA 79.158529764961 NA 54.4241704245271 NA 64.951391279427 NA 54.5336081079321 NA 61.5782908216699 NA 67.2344343141645 NA 82.8969543308547 NA 69.4264332678002 NA 65.7049144675143 NA 65.2706106734493 NA 69.7785162575201 NA 69.8012475517579 NA 88.0903460022702 NA 67.8218947804909 NA 73.8832075167362 NA 63.4654243452413 NA 70.510107058979 NA 71.700342432819 NA 87.3628624495092 NA 31 0.999991738281564 1 0.0610241490161827 1.99114970607002 0.272136764515903 0.852294681631134 2.17638507436322 0.428981349008664 0.998328382610196 1 0.120096385555741 0.01 0.465502107593465 0.913651772532989 4.64725503863842 0.495186595008527 0.451824553188138 0.999999999990382 4.2632269737345 0.010004775116061 0.306441485210871 0.571220347922648 2.70147381690553 1.14886853957962 0.999614502604521 0.0275550857255661 0.11462063681685 1.11150305517586 0.494173421695757 0.113791022981744 1.50495572602762 3.52284244014792 0.999565050490296 0.466190666868404 0.125125564418106 2.17893837718921 0.597313562746017 0.649652461711278 4.98714883973607 0.554995881288026 0.603348371555737 0.129522594667142 1.04647195760584 3.61810714862919 0.396582710841392 0.963339725520678 2.17787439800879 4.02368030062035
"s32" 32 130.600117022319 25.7052364550641 NA 27.0504956312064 NA 26.0359940398374 NA 26.1906082359996 NA 43.2799204917639 NA 30.4118915649273 NA 29.8418341705041 NA 39.9456482566444 NA 29.9232497798554 NA 36.795011520676 NA 48.2950813119682 NA 36.9029559503308 NA 43.4285036504374 NA 40.3429460277363 NA 39.3284444363674 NA 39.4830586325295 NA 52.1415540894506 NA 39.2735251626139 NA 43.134284567034 NA 48.807281854331 NA 38.7848833775421 NA 45.6566451183626 NA 52.7258981108115 NA 41.3337727491742 NA 32 0.50376047251037 0.996047148360383 0.527868613075553 0.91190866877679 0.199336883310991 0.755955206057176 3.0347857038514 4.67457314903533 0.466485258296766 0.990624155583866 0.569583279154912 1.88651343253964 0.360986097067373 0.998990011044382 4.67256816530128 0.498767793608568 0.339554957361081 0.999999999999668 0.0100000262087576 0.140177079369712 0.512550231229666 0.949499193074151 4.65503881750854 4.75420947886562 0.999949484731554 6.80629378829407e-05 0.182830503441969 0.908161656443013 0.49417191351863 0.643709884762344 2.37104784464019 3.64899560939477 0.999989540581999 0.999630228894831 0.158694607605099 0.240035785861587 0.641469589437487 0.483092708120062 0.515523190485244 1.03702291054423 0.753578923166076 0.524247427680221 0.196080931924704 2.62403077101157 0.651737250314567 0.543076804266166 2.04915731663924 0.894792464641409
"s33" 33 116.370673200775 25.2041977872014 NA 45.4294580281044 NA 27.9259382921352 NA 37.44585430946 NA 53.2733986910618 NA 41.8058964264891 NA 26.5220264957205 NA 46.6634550217883 NA 29.3588288059907 NA 38.1404364080058 NA 53.9610750166252 NA 44.0428933539144 NA 42.4204581600181 NA 58.3416533077169 NA 40.8381335717477 NA 50.3580495890726 NA 61.8815288774702 NA 50.4140266128975 NA 39.434221775333 NA 55.2715852081966 NA 37.966958992399 NA 46.7485665944142 NA 58.2651401098294 NA 48.3469584471186 NA 33 1 0.999999999920583 0.0388216820080478 4.99999274855955 0.322852013639962 0.535615868477411 2.3845702147916 4.4937587964586 1 0.998826450214079 0.17925794716176 0.0100037131679636 0.855320033903546 0.7040972141751 0.011575696052753 4.99999841761825 0.821905875434253 0.545902276422947 0.940020947778705 3.23059187290649 0.999999998794764 0.765586093607316 4.67390888142264 0.0100013286574766 0.999999999999815 0.99999999969824 0.041848271895085 4.99999431486924 0.470385736164911 0.415987413349901 2.16434649479741 4.00672307719325 0.999774959935002 0.000468262355208009 0.188291577814535 4.9923570638741 0.774079116024962 0.00252063331583583 0.0101754731937977 4.99999993873618 0.644168600671343 0.932042718010215 3.07542476814138 4.10248373376975 0.897346811125041 0.914519477656976 2.27444098588213 4.09306112016923
"s34" 34 172.982604212412 74.896674366063 NA 87.4692599194754 NA 89.0143729420278 NA 75.4205986220567 NA 102.854885090657 NA 89.4377157003477 NA 82.4406066080979 NA 90.4064074408481 NA 89.3592998835097 NA 87.0906258884255 NA 103.475750728209 NA 89.4384923548421 NA 93.5879897039107 NA 101.487746422861 NA 103.032859445414 NA 89.4390851254424 NA 112.200542759581 NA 98.7833733692715 NA 96.4590931114836 NA 99.7520651097719 NA 98.7049575524335 NA 96.4362835573493 NA 108.148579562671 NA 94.111321189304 NA 34 0.0620451808400598 0.5292768238769 1.37026294695037 4.51190254999521 0.120488644676347 0.289252467938995 2.36118444750432 3.12471989840978 0.559456809750596 0.340966387976312 0.52974272504105 4.91404236991945 0.117269716788693 0.580363308426374 3.14031273721977 3.30751507357238 0.2352101481223 0.426763640563054 1.51144725670574 4.61329154712673 0.291948848618456 0.295318518790957 3.5877082608492 3.48331297609146 0.445464509634778 0.498878317027953 0.595048230687529 3.05148022796819 0.221727623769911 0.651569531919895 2.1172643345631 4.36216014880289 0.311514242733678 0.864601034211164 0.913393227959357 1.32855577712818 0.329232623498071 0.192157689992938 4.88803103271194 0.726675436985351 0.319172764204115 0.366350321785087 4.20422331106261 4.43892511743162 0.293517171217761 0.181725825541855 2.26904260863138 2.70346106157692
"s35" 35 114.409714682253 24.5651705867331 NA 27.4651275601078 NA 24.9569789728389 NA 30.8784342853824 NA 45.2361670612645 NA 39.0802205552948 NA 26.4033998387225 NA 38.1159136484988 NA 26.6263104687012 NA 36.7808760937169 NA 48.4964728974054 NA 42.6338149326116 NA 41.8351230408783 NA 40.4175919007167 NA 37.9094433134479 NA 43.8308986259913 NA 53.8711432883371 NA 47.7151967823674 NA 39.3558641793314 NA 46.7508898755714 NA 35.2612866957739 NA 45.4158523207896 NA 52.8139610109418 NA 46.9513030461479 NA 35 0.999999973514583 1 0.0819457175933241 2.07671818766318 0.304333786144712 0.806737018097321 3.36060935118402 4.78973372477898 0.999916561410812 1 0.168500666267511 0.0100000000000009 0.461917184661321 0.97399759540463 0.742457845119124 0.531044195432541 0.579098623489855 0.999999999998288 0.073803801104621 0.0100000012651735 0.554255469466147 0.976241027439157 1.43986665017943 0.0734235855005698 0.999999993244882 5.00386010526877e-07 0.121262475738021 1.35082081381422 0.570870045387545 0.951311665810563 2.75644547419827 4.63654137953502 0.999999610982598 0.0177165093933447 0.16188020907218 4.98297131543641 0.750805446393105 0.965305385327777 0.174700756938637 0.449237285556814 0.823122486610526 0.779409825206765 3.20948931146211 2.46697182330815 1 0.85867471530421 0.0100000034823391 4.99773465896907
"s36" 36 182.109600642843 109.309338895307 NA 130.839927219736 NA 111.291759972522 NA 127.859504615499 NA 131.32460259449 NA 153.07201582779 NA 134.111737840187 NA 138.141752520821 NA 141.152831711405 NA 137.27561556091 NA 139.166284887945 NA 160.931385175413 NA 128.037863803804 NA 144.886320901108 NA 125.338153653894 NA 141.905898296872 NA 140.688865048738 NA 162.436278282039 NA 148.158131521559 NA 147.50601497507 NA 150.517094165653 NA 146.639878015159 NA 143.848416115069 NA 165.613516402537 NA 36 0.999999999999979 1.11970446484071e-06 0.0283719886089451 4.9999999999941 0.467799878355695 0.117943740925649 1.16687448989067 2.34812290570637 0.998548367013921 0.0195081688628 0.134383976956874 0.912545239717407 0.567865057381077 0.139982042106151 4.8932948769769 0.283417678676914 0.511296466075279 0.11199635672419 2.11886603909484 2.43982166326582 0.289424903897583 0.0921363658546398 2.31591677568961 4.39431872220172 0.893715436886262 0.567059794731599 0.181680743480789 0.751845385143251 0.283207016708138 0.12678193236942 1.22998772274606 2.35407716939804 0.508258417743945 0.714837301530734 0.224528646724155 4.53530042847132 0.332273151789061 0.913000581886531 1.60692890661411 0.276323764565697 0.307606146593841 0.0740885114346185 3.93148760103753 0.848005233869243 0.177802525744327 0.60825458411598 3.40253384129421 0.69303136673375
"s37" 37 102.613561526859 4.791716030864 NA 8.99596246957961 NA 5.59274013412034 NA 5.34428943198423 NA 34.5557029588348 NA 6.004105618159 NA 5.1524047973244 NA 17.0338400893193 NA 5.5927401341203 NA 5.34428943537064 NA 36.5005824271691 NA 6.004105618159 NA 21.728142049253 NA 21.6982819833714 NA 18.2950596479121 NA 18.046608945776 NA 43.0239159680293 NA 14.4723186273535 NA 17.8547243111162 NA 25.5020530985138 NA 14.0609531433148 NA 13.8125024445652 NA 40.7346889317663 NA 10.2382121227563 NA 37 0.885518227582535 0.797273606103668 4.99999967823919 1.19582256838503 0.249990277386436 0.780017044538692 4.99999998847912 0.0100549026826099 1 1 0.473407338992874 0.01 0.999999999997256 0.999999999761116 0.0100000000000001 1.07592391834664 0.391040690806044 0.999999999997831 0.0100000000060162 4.45135556372546 1 1 0.01 0.0104371733802292 1 0.999999999999987 4.99999997444716 1.14330452968872 0.630984453437807 3.26691577558239e-05 4.99999999705375 0.0100003045224707 1 1.6698092069133e-09 0.473407328242703 0.0100000023156744 0.999999999551446 0.00193916340319873 0.0100000177575582 1.07592310759524 1 0.994999782983996 0.010000000022896 4.9967274899647 1 0.994999782983996 0.010000000022896 4.9967274899647
"s38" 38 155.712032997932 141.768329257022 NA 148.541720630262 NA 147.345306092923 NA 148.917535168757 NA 148.890302095631 NA 153.462109750939 NA 150.198077571715 NA 150.740127107802 NA 150.900493763876 NA 152.107168897694 NA 152.066745920665 NA 153.702499590766 NA 158.340868162588 NA 160.971124809437 NA 159.774710272097 NA 161.346939347932 NA 157.176571548414 NA 161.748379203723 NA 162.62748175089 NA 159.026396560585 NA 159.186763216659 NA 160.393438350477 NA 156.209880647056 NA 157.845634317157 NA 38 0.315587302668156 0.0483640565133869 0.401316570650823 4.99999928732554 0.266885290566124 8.95699106490275e-08 0.804949385485301 4.99910980710834 0.881866777156997 0.000292886456552514 0.084817086796868 4.9999970023397 0.246788957410577 3.019022865896e-13 4.99999999999999 0.0100000013632643 0.246636297777333 1.14120053408892e-08 4.57974194038413 4.99571154869202 0.0549459848844576 0.0141568168961939 3.58343711036467 4.5700341010815 0.72493995789616 0.428903883809346 0.0303248845771984 2.51195891527989 0.147031931994364 0.612654948305943 0.630032668546348 1.18925929091318 0.787630061536086 0.298293786928765 0.0523781719146235 4.1576451737578 0.0988413582312777 0.999960750584154 4.99999904645519 0.0100000069644799 0.100083604243977 0.922425405652959 0.462104186048387 4.84496441501896 0.0236300800449913 0.469690966559205 4.95074307097657 0.948584659195951
"s39" 39 167.780357810978 166.124451204369 NA 166.107835289954 NA 167.056173271558 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 167.780357810978 NA 180.978739471187 NA 177.248551490067 NA 178.196889471671 NA 178.921074011091 NA 175.207501944387 NA 175.207501944387 NA 178.921074011091 NA 175.207501944387 NA 175.207501944387 NA 175.207501944387 NA 171.493929877682 NA 171.493929877682 NA 39 0.988792018885282 1.2687573257957e-11 0.0510204729574629 0.010000003814752 0.99106108394865 1.26453497190657e-14 0.0489652575483911 4.99999999942646 0.999999997250329 1.67194959119335e-30 0.01 5 1.66175647661831e-17 1.39539453753721e-46 5 5 6.9080290047508e-51 8.15103191047776e-21 5 5 1.66175647661831e-17 1.39539453753723e-46 4.99999999999999 5 1.25772947168753e-17 0.999999993930226 0.0106159929813316 4.99999999053032 4.65237082566269e-18 1 0.011075899616411 4.97713737947981 1.21752723622787e-17 0.698669708789351 4.77753319723056 4.99999989007391 3.87827526776719e-21 0.89518140981059 4.99999999871983 4.47781190734573 3.87827526776719e-21 0.999999999000498 4.47695523495485 4.99999999871983 3.87827526776719e-21 0.999999999000498 4.47695523495485 4.99999999871983
"s40" 40 114.409714682253 10.1332795794738 NA 16.4990557903768 NA 20.6163885346528 NA 13.4745672957017 NA 41.9560781626479 NA 26.1430325434283 NA 10.8267569084579 NA 21.6051399621271 NA 20.6163887083921 NA 14.3197649358012 NA 42.0435967251592 NA 34.4168709971462 NA 27.4032320336191 NA 29.4515201309858 NA 33.5688528752618 NA 26.4270316363106 NA 50.5910543897205 NA 34.7780087705009 NA 23.7792212490669 NA 30.2401161891997 NA 29.2513649354647 NA 22.9547411628738 NA 46.3610848386955 NA 38.7343591106825 NA 40 0.930556103166577 0.999803353307303 4.99999995465739 0.178101757291505 0.428504286984886 0.786215229031321 4.99999987305632 0.0102063212736006 1 1 0.162499726823298 0.01 0.965040060545084 0.999999999997104 3.97997007361837 0.390119821353294 0.918093072029018 0.999999999999936 0.0100000000118449 0.717195894147941 0.531940201227726 0.936147216122715 1.10286824443192 0.402090116976172 0.969003854413262 0.999977759595668 4.99999997897508 0.173019881617049 0.672886853858557 0.840300444734943 4.99999999915774 0.0131063152971556 1 9.06449234272132e-16 0.16247206776643 4.99999999999527 0.98212976519081 0.265906433096483 3.60417431423117 0.386084337508716 1 0.994999782983996 0.010000000022896 4.9967274899647 0.640566769857972 0.597991962961915 1.22098527980917 4.7204584823074
"s41" 41 102.613561526859 0.0138776291817122 NA 6.68378759726294 NA 0.104653097741571 NA 0.903696607983322 NA 35.5923000481828 NA 2.40653915676565 NA 0.0306170037948035 NA 13.3899451601146 NA 0.152066383455489 NA 1.59625794142971 NA 37.7288630470232 NA 3.23226758900683 NA 16.9503036475708 NA 19.3861071110547 NA 12.8069726115333 NA 13.6060161217751 NA 44.0605130573773 NA 10.8747521659602 NA 12.7329365175866 NA 21.8581581693091 NA 8.62027939265001 NA 10.0644709506242 NA 41.9629695516204 NA 7.46637409360409 NA 41 0.793819625760179 0.994009379596558 4.99998562584939 0.849380069849657 0.277186814023159 0.717168632827063 4.99999999262684 0.0100000000047353 0.75614396086744 0.986922176617893 4.99999999830408 0.0100081721599916 0.819467186932074 0.998258920225867 0.1104433353298 0.826906100900841 0.395739273595274 0.999999999991679 0.0100000006451244 0.0197810723327976 0.761089812300608 0.99563486708641 0.217244387863051 3.16611425845467 0.937468239790437 4.24868787144598e-07 4.99999886772617 0.822081458003931 0.588272966711849 1.98356047968946e-13 4.99999999968102 1.55475872381675 0.893682609682566 3.93635442741866e-11 4.99999999750881 0.0100000006428648 0.999999999999865 0.000175905857748264 4.98121853882657 0.728024893614735 0.90369437882372 0.0701307465141231 2.07236176634963 1.2270692383536 1 0.994999782983996 0.010000000022896 4.9967274899647
"s42" 42 144.154416443972 40.7156421787963 NA 43.9512144388864 NA 43.8888639160019 NA 40.7793036566896 NA 57.4154880238066 NA 50.8916823067761 NA 40.8196744583362 NA 49.5526524559298 NA 44.4482752989037 NA 40.9240049730313 NA 59.6933352800614 NA 51.2237046148136 NA 58.1424774855547 NA 57.0213409189552 NA 56.9589903960706 NA 53.8494301367583 NA 66.1289056771858 NA 59.6050999601553 NA 53.8898009384049 NA 58.266070109309 NA 53.1616929522829 NA 49.6374226264104 NA 64.050044106751 NA 55.5804134415032 NA 42 0.733247474397401 0.82256989607871 0.85193504398168 0.649246931283955 0.305100213821621 0.684835415090065 3.05624877833174 0.409897442818494 0.99926805499449 1 0.164878636981305 0.0100000000265764 0.673723514432618 0.788341831658174 0.288299703804446 0.630619595226371 0.584642695072564 0.999999999998844 0.0123214918073961 0.0100001020764871 0.791842420409125 0.688294656701365 0.0500060818709895 0.50094144349113 0.771494960915571 0.801099541249296 0.851324555869931 0.634506952852068 0.496205106455733 0.499526285700399 2.53871692241661 0.528732575185518 0.896241829242257 0.210799035768251 0.410267433186171 0.97514439539033 0.731135099131782 0.248532814885791 3.59619084847921 0.610696885640273 0.716980471473978 0.408023652787496 1.6284503079341 0.11640381357861 0.776054923267619 0.596098455718048 1.8089137670973 2.83767427823233
"s43" 43 136.988178522062 36.0971401755255 NA 52.5754753808728 NA 37.6310981179635 NA 41.1636356003498 NA 67.9357334242663 NA 41.4238801463065 NA 38.2414311059896 NA 56.5204714866526 NA 38.6844679350168 NA 41.3281724020526 NA 68.1027082173009 NA 42.3365182646276 NA 53.3670926296707 NA 65.5279397214817 NA 50.5835624585725 NA 54.1160999409587 NA 76.5707096513389 NA 50.0588563733791 NA 51.1938954465985 NA 65.1554477137252 NA 47.3194441620895 NA 49.9631486291252 NA 72.4201963308372 NA 46.6540063781639 NA 43 1 0.999942715703409 0.085318003411651 5 0.304902106775121 0.640758888991183 3.26333597690446 2.27076996782582 1 0.993163675515009 0.309972377134199 0.0100000006721157 0.999999976986591 0.837307947496271 0.0100000000050664 1.05406721391907 0.900534701610487 0.724069338819517 0.0480613627405403 4.84480448060208 0.999999999976797 0.836049724239239 0.0100000003052862 4.99744924629554 0.999999849173038 0.999339570388798 0.0851111751268897 4.99999755522456 0.523819417879067 0.42648683281536 2.95587720046134 2.57013424467177 0.997951317714977 0.866909173892166 0.315248390860303 2.26932179383376 0.816969016281423 0.70658534022166 2.87506138164527 1.08252416410423 0.781759449897699 0.768634255557153 3.41560699612741 2.49680583921909 0.893927867789824 0.280913495170716 1.22555146035805 1.18046125551665
"s44" 44 134.891334184714 31.4638415820238 NA 32.0853285124026 NA 33.7412777874887 NA 32.2886262456439 NA 42.4451011701876 NA 41.4350168370354 NA 40.4392647778633 NA 49.6795549168422 NA 41.541662218139 NA 44.6406851275248 NA 57.9633967986368 NA 55.2913571522507 NA 49.5072796080912 NA 45.6179070319532 NA 47.2738563070393 NA 45.8212047651945 NA 51.4668201832213 NA 50.4567358500691 NA 53.9718432974139 NA 58.7012739298759 NA 50.5633812311727 NA 53.6624041405585 NA 62.4742563051537 NA 59.8022166587675 NA 44 0.634295998313491 0.999990071750111 0.348662539742771 0.787402654096626 0.089612327770177 0.719908442981262 3.00095001883724 0.496537262006592 0.638795883187914 0.999903090272149 0.315747284307601 0.0284669460368926 0.302037662559416 0.998029062730864 0.475030730490727 0.440608741716487 0.0508196933376216 0.999999999881666 4.44110561886926 0.0100271716581047 0.23806116538034 0.999999999999995 4.99958409044723 0.0100000004981622 0.869217535591599 0.802540753220709 0.347180580503355 0.852833925564783 0.346806424874665 0.506169474021583 1.99683417013092 0.121560689615195 0.849404030265237 0.258353166249904 0.32916256258982 4.43291585227485 0.586316459618632 0.818225062225818 4.99224218246367 0.531688940354714 0.487799057145284 0.97336776829655 4.76738628014214 3.54577343273161 0.814358649008275 0.59960243366443 0.129306588895579 2.12083029416416
"s45" 45 107.818640920246 6.87823277055896 NA 11.7277999182607 NA 6.96035952999867 NA 8.95707755127687 NA 33.2529184892194 NA 10.1671159254804 NA 10.5821067600016 NA 20.9875818673663 NA 11.941411110093 NA 10.9202095062088 NA 36.5053488490756 NA 11.9585006746913 NA 23.9848972466232 NA 24.5577982753088 NA 19.7903578870468 NA 21.787075908325 NA 41.8062507272515 NA 18.7204481635126 NA 23.4121051170498 NA 29.5409141053984 NA 20.4947433481251 NA 19.4735417442409 NA 40.7820149680916 NA 16.2351667937073 NA 45 0.122563882638186 0.6660123838597 4.9999997993366 1.12057956907538 0.253674367539634 0.911140206480635 4.99999998592766 0.0100980984817433 0.103755130335788 0.659334437412924 4.9999999859549 0.0100014567122841 0.686452609880151 0.928661545958397 3.1636283134012 1.22241388477842 7.19623840550156e-42 1 0.01 5 0.473268251937853 0.957079338814172 0.0853708094383449 3.45363296796203 0.868487245374367 0.784683085475023 1.36355654144981 1.09687841370017 0.643751439136215 3.82122993710706e-08 4.99999998953279 4.99999835970244 0.885541928907268 0.666915798471735 1.05246285231009 2.62329175895858 0.879594589343833 0.285717004345556 1.20273259375679 1.25867932062241 1 0.994999782983996 0.010000000022896 4.9967274899647 0.88634958744551 0.87975294126096 2.25441220460131 2.59422879003749
"s46" 46 137.224444600876 31.2417963036429 NA 33.794629854196 NA 33.4950183742633 NA 31.7066481458516 NA 62.4081311235527 NA 42.357161187603 NA 31.8379988429572 NA 37.9833712436165 NA 33.4950183713839 NA 32.3546483111651 NA 62.6604752159021 NA 42.5033917096988 NA 48.6686316104012 NA 46.8647563342647 NA 46.5651448543321 NA 44.7767746259203 NA 71.1215487769319 NA 51.0705788409822 NA 44.908125323026 NA 46.6967888969957 NA 42.2084360247631 NA 41.0680659645442 NA 67.0171840425917 NA 46.8601005363884 NA 46 0.710520658200238 0.930071516222792 1.93764135549748 0.456630805757202 0.392441867326113 0.677889278094551 4.99999990687527 0.11856590580385 1 1 0.215914986700429 0.01 0.891616178122761 0.989042265869616 0.0611894114497528 0.527584621170742 0.865784702170934 0.999999999999279 0.0100000231869684 4.99999947594281 0.899124287306142 0.999999992984064 4.9587916603737 0.0100000000000003 1 0.952393032213581 0.354090006837721 0.716146734206447 0.595479630650958 0.0411672071920482 4.99999999132237 4.85509029132737 1 1.70456783964674e-17 0.215887973614396 4.42302951833602 0.94040558715957 0.717826866331942 1.50704548183037 0.520257797250063 1 0.994999782983996 0.010000000022896 4.9967274899647 1 0.85867471530421 0.0100000034823391 4.99773465896907
"s47" 47 120.189758225543 19.554201972658 NA 23.5180248302775 NA 19.8435320247026 NA 19.7771512669656 NA 45.5169536122119 NA 22.0163656029151 NA 19.8531078537273 NA 33.4493960161295 NA 19.8957762225315 NA 21.3099994617841 NA 46.5920918041273 NA 22.2296128740504 NA 36.9294236600727 NA 36.5494410958386 NA 32.8749482902636 NA 32.8085675325267 NA 54.2045644559193 NA 30.7039764466225 NA 32.8845241192883 NA 42.1370068598369 NA 28.5833870662388 NA 29.9976103054914 NA 50.9358972259809 NA 26.5734182959041 NA 47 0.728046608638487 0.991721086754066 0.738292820002607 0.777321681685845 0.120494663408706 0.60180594138419 4.99999990875436 0.0144966094799539 0.810861183049225 0.970560841799208 4.9999995750833 4.30478649913666 0.634167667473298 0.975264469624029 0.638591371991821 0.723825578055012 0.559046791874824 0.999999999999977 0.0100000000009433 4.99999998659479 0.770519505471595 0.989775780502898 0.831772912185022 4.33453252761443 0.930604028487153 0.00378986050410372 4.9999993324013 0.867938464242727 0.588039649034115 1 4.99999999910955 0.0100000000011678 0.888260791133849 0.999224280665389 4.99999978472002 4.99979566198784 0.999999999976078 2.74319519357757e-06 0.043094649419096 0.782321066109856 0.674599210085925 0.107391607958869 1.86037725827287 3.70972974262056 1 0.994999782983996 0.010000000022896 4.9967274899647
"s48" 48 159.803308460687 62.899833089326 NA 85.689032371935 NA 72.0669287574784 NA 66.9943978223318 NA 92.27459869234 NA 82.9060668598325 NA 68.3536151876415 NA 87.2213908103135 NA 75.6679225706419 NA 69.6913848569001 NA 92.3779622585883 NA 84.6619688087499 NA 80.4279396280216 NA 98.8351122759566 NA 85.2130086615 NA 80.1404777263535 NA 101.038651961688 NA 91.6701201291803 NA 81.4996950916632 NA 95.9854440796612 NA 84.4319758399896 NA 78.4554381262478 NA 96.7599888932622 NA 89.0439954434238 NA 48 1 0.650052723458146 0.216385428029266 5 0.340304023172175 0.573521189861301 2.08470073802414 1.53032941609496 0.996104656644533 0.667223305380479 0.297997859067353 0.0106339900447075 0.809570121614077 0.5517629523135 0.0100000000236751 4.99999989472508 0.752524122773543 0.647637573646978 1.73222775542334 0.795870650401897 0.95995355162471 0.452586080722745 3.16356181504743 0.207886596539216 0.635100058083957 0.99935416295536 0.759457830059198 3.96231597089332 0.511010737963318 0.855658175435311 1.9116982250418 1.53996002100235 0.971966354880907 0.419409356808677 0.247798715629542 2.4747612849259 0.582935279194548 0.507845554353954 2.71756876531759 1.90306677007862 0.673435786148322 0.96401589185132 4.69550215160441 3.39676195650481 0.496172292725065 0.435641286024771 2.08556695629417 0.100877050474721
"s49" 49 102.613561526859 0.0142716812068184 NA 5.22907883240192 NA 0.47970403941403 NA 1.03185170841998 NA 34.4401258996538 NA 3.12786680734144 NA 0.0178294252694794 NA 10.4962127785017 NA 1.47159688855355 NA 1.49464030459374 NA 36.4670236878904 NA 3.23226718904674 NA 16.9506976995959 NA 17.9313983461937 NA 13.1820235532058 NA 13.7341712222118 NA 42.9083389088483 NA 11.596079816536 NA 12.7201489390613 NA 18.9644257876962 NA 9.93980989774807 NA 9.96285331378826 NA 40.7011301924877 NA 7.466373693644 NA 49 0.322852027399181 0.99999999999482 5 0.782601699295218 0.297347542430079 0.69318440926702 4.99999997518771 0.0100006460100654 0.532516637527243 0.999999999999977 4.99999999822296 0.01 0.969383616428053 0.999999999909717 0.0100000000000023 0.65560019892762 0.473277931152788 0.999999999997017 0.010000000000031 4.99998859910919 0.901928599210902 0.999999999815661 0.0102132840451494 0.0123429800535008 0.983813719443461 0.0114522808446622 4.999997806584 0.515389116917587 0.557443473758845 2.66602142341513e-11 4.99999999914052 4.92858790688096 0.999999999999999 1 5 0.01 0.984439277469473 0.544441879769524 4.23669576676408 0.623180215749819 0.947287509032344 0.35470128742532 4.83224067477056 4.83975151375845 1 0.994999782983996 0.010000000022896 4.9967274899647
"s50" 50 318.456669841234 222.737777156972 NA 241.561131073505 NA 233.802002497801 NA 240.910458902759 NA 249.88283600808 NA 244.646740447625 NA 242.420220672315 NA 242.441567502625 NA 249.437752271303 NA 246.251945619756 NA 255.021458748792 NA 249.962688192897 NA 241.8877441281 NA 255.923606301851 NA 248.164477726147 NA 255.272934131106 NA 259.457819493644 NA 254.221723933189 NA 256.782695900661 NA 252.016550988189 NA 259.012735756867 NA 255.82692910532 NA 259.808950491575 NA 254.750179935679 NA 50 0.999999871444052 1.5787962080578e-08 0.0488993094888478 4.99999999997058 0.246181225307905 0.164164353627238 2.07104810038652 4.88922234033347 0.999828526867252 4.8630882531953e-06 0.118435356722561 4.36875448059498 0.522846914923068 0.17316942535851 0.0404335523844709 0.487688071814059 0.516164886973628 0.135024282568721 2.04841423383666 2.23365463670375 0.315603553072524 0.124512595934354 1.02845800141572 4.90812448278041 0.197593455521619 0.648984879462593 2.10022696028554 0.0711324450294923 0.190780794317399 0.760198578497165 2.20756325546259 4.60430436025362 0.193813140990585 0.758304688845747 1.18401571425075 3.61409892629658 0.326832077911741 0.256029505590832 1.84265549652606 0.527263643836338 0.331344143347544 0.983180985739416 0.113418743303454 1.45636721917092 0.211937227024535 0.923962166673257 0.289953209792583 4.83784108244515
